codigomuestra,parcela,usuarioident,fechacreacionident,fechaenvioident,idodkident,fechaidentificacion,identificadores,otrosidentificadores,idparentalidentificaciones,identificaciones
P70M3,p70,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:58.366,2019-10-02 14:17:58.362,uuid:002683f0-4227-47de-a35f-2769ace230a5,2019-10-02 00:00:00,dgb,NULL,uuid:002683f0-4227-47de-a35f-2769ace230a5,solenopsissp
H20191013m11,p156,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01 02:33:56.646,2019-11-01 02:33:56.643,uuid:7a2200fa-665e-491c-85ba-674156289bd5,2019-10-15 00:00:00,"mlt,otra",Diyael Sosa,uuid:7a2200fa-665e-491c-85ba-674156289bd5,otra
H20191012m7,p178,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01 01:09:39.722,2019-11-01 01:09:39.717,uuid:a6c7b0cf-844d-4ca1-894e-81e6707c6bfb,2019-10-12 00:00:00,"mlt,otra",Diyael Sosa,uuid:a6c7b0cf-844d-4ca1-894e-81e6707c6bfb,"paratrechinalongicornis,dorymyrmexantillana"
20191410k11.5,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 14:51:14.778,2019-10-31 14:51:14.76,uuid:f4d1274f-09cb-4d14-a271-a1e1c33abc23,2019-10-31 00:00:00,kmfg,NULL,uuid:f4d1274f-09cb-4d14-a271-a1e1c33abc23,dorymyrmexsp
20191012M03,p40,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31 17:06:50.553,2019-10-31 17:06:50.549,uuid:98a2c2b9-30be-44af-b688-7d4c4b91a847,2019-10-18 00:00:00,emdr,NULL,uuid:98a2c2b9-30be-44af-b688-7d4c4b91a847,solenopsissp
PN42M2,p42,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-02 16:29:37.151,2019-10-02 16:29:37.147,uuid:17227113-7725-4f02-bbd3-1e1aadf8f084,2019-10-02 00:00:00,eagv,NULL,uuid:17227113-7725-4f02-bbd3-1e1aadf8f084,solenopsissp
H20191012m2,p107,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01 01:09:38.104,2019-11-01 01:09:38.101,uuid:fd53295f-ab64-4e52-b3be-3593b2d5e97d,2019-10-12 00:00:00,"mlt,otra",Diyael Sosa,uuid:fd53295f-ab64-4e52-b3be-3593b2d5e97d,"monomoriumpharaonis,dorymyrmexantillana"
Pn86m1,p86,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17 21:27:51.933,2019-10-17 21:27:51.929,uuid:46845763-85ed-4f0a-b963-4d8bb4515a64,2019-10-17 00:00:00,eagv,NULL,uuid:46845763-85ed-4f0a-b963-4d8bb4515a64,solenopsissp
H20191013m9,p140,uid:mangoland|2019-08-27T17:32:44.139596Z,2019-11-01 02:33:56.098,2019-11-01 02:33:56.094,uuid:dec72267-b3ac-4b22-b8f0-ddcda3ca550c,2019-10-15 00:00:00,"mlt,otra",Diyael Sosa,uuid:dec72267-b3ac-4b22-b8f0-ddcda3ca550c,otra
PN22M2,p22,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-02 16:29:37.633,2019-10-02 16:29:37.63,uuid:a996f1a9-fe0b-423b-ba86-8f32dfac98d3,2019-10-02 00:00:00,eagv,NULL,uuid:a996f1a9-fe0b-423b-ba86-8f32dfac98d3,monomoriumsp
20191012k5.1,p160,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 15:02:44.261,2019-10-31 15:02:44.214,uuid:454ae767-1a39-42c3-85fb-1d1a06adbc15,2019-10-18 00:00:00,kmfg,NULL,uuid:454ae767-1a39-42c3-85fb-1d1a06adbc15,"dorymyrmexsp,pheidolejamaicensis,pseudoponerasp,brachymyrmexsp,solenopsissp"
20191014M06,p171,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31 17:06:51.515,2019-10-31 17:06:51.511,uuid:af1bf522-b86e-4a86-891c-3b41ae1c4c5a,2019-10-24 00:00:00,emdr,NULL,uuid:af1bf522-b86e-4a86-891c-3b41ae1c4c5a,"solenopsissp,dorymyrmexsp,brachymyrmexsp"
20190927B1,p182,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-10-16 21:56:48.675,2019-10-16 21:56:48.668,uuid:40af017e-3e55-4ce0-bd96-2d37bf0adae4,2019-10-16 00:00:00,bacs,NULL,uuid:40af017e-3e55-4ce0-bd96-2d37bf0adae4,"pheidolesp,dorymyrmexsp"
Pn166 m3,p166,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17 21:24:16.457,2019-10-17 21:24:16.451,uuid:f2a74eeb-8a5d-4a0e-b81a-ad8d77cbb23a,2019-10-17 00:00:00,eagv,NULL,uuid:f2a74eeb-8a5d-4a0e-b81a-ad8d77cbb23a,solenopsissp
P1M1,p1,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:51.571,2019-10-02 14:17:51.562,uuid:6f4ab141-d70b-4a92-909e-aaf7c5ddfca6,2019-10-02 00:00:00,dgb,NULL,uuid:6f4ab141-d70b-4a92-909e-aaf7c5ddfca6,paratrechinasp
P1M3,p1,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-09-26 17:42:39.432,2019-09-26 17:42:39.425,uuid:9833e53b-0fb0-4866-860e-91a72c8d7eb5,2019-09-26 00:00:00,"dgb,otra",El tali,uuid:9833e53b-0fb0-4866-860e-91a72c8d7eb5,pheidolesp
20190927B2,p105,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-10-16 21:56:48.987,2019-10-16 21:56:48.979,uuid:90278726-0e67-4aff-91f5-657416443979,2019-10-16 00:00:00,bacs,NULL,uuid:90278726-0e67-4aff-91f5-657416443979,paratrechinasp
Pn167m1,p167,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-17 21:40:31.16,2019-10-17 21:40:31.156,uuid:f36de337-95c7-48a1-a8cb-68ef51c8a2ce,2019-10-17 00:00:00,eagv,NULL,uuid:f36de337-95c7-48a1-a8cb-68ef51c8a2ce,solenopsissp
20191012B6,p53,uid:bidelkiscastillo|2019-08-27T17:29:46.697501Z,2019-10-16 21:56:50.212,2019-10-16 21:56:50.206,uuid:d55a1deb-60c5-4e1a-9326-1cbe00ba2982,2019-10-16 00:00:00,bacs,NULL,uuid:d55a1deb-60c5-4e1a-9326-1cbe00ba2982,"solenopsissp,pseudomyrmexsp"
P4M2,p10,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:51.944,2019-10-02 14:17:51.934,uuid:e099700b-ba60-47da-b18a-3306c34a5416,2019-10-02 00:00:00,dgb,NULL,uuid:e099700b-ba60-47da-b18a-3306c34a5416,solenopsissp
20191012M02,p16,uid:emdilone|2019-08-29T15:45:41.211906Z,2019-10-31 17:06:50.256,2019-10-31 17:06:50.249,uuid:2c59d217-6cf7-4ba0-a237-4e0b8ddf99a5,2019-10-18 00:00:00,emdr,NULL,uuid:2c59d217-6cf7-4ba0-a237-4e0b8ddf99a5,"dorymyrmexsp,brachymyrmexsp"
P42M1,p42,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:58.951,2019-10-02 14:17:58.947,uuid:956856ca-c4c7-4bed-9246-571c326fb4c8,2019-10-02 00:00:00,dgb,NULL,uuid:956856ca-c4c7-4bed-9246-571c326fb4c8,solenopsissp
25M1,p25,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:53.426,2019-10-02 14:17:53.421,uuid:00fc68f2-ff88-471f-9012-502c126e3af6,2019-10-02 00:00:00,dgb,NULL,uuid:00fc68f2-ff88-471f-9012-502c126e3af6,solenopsissp
M70M2,p70,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:55.826,2019-10-02 14:17:55.819,uuid:1e2128c5-fbb9-4955-8f5a-0f879635ff31,2019-10-02 00:00:00,dgb,NULL,uuid:1e2128c5-fbb9-4955-8f5a-0f879635ff31,dorymyrmexsp
P147M2,p147,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:56.949,2019-10-02 14:17:56.933,uuid:eaf3b2bf-1d15-43be-a368-fe1e42e07203,2019-10-02 00:00:00,dgb,NULL,uuid:eaf3b2bf-1d15-43be-a368-fe1e42e07203,dorymyrmexsp
20191014k9,p78,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 15:08:38.407,2019-10-31 15:08:38.402,uuid:b9c51b36-6d19-4299-a380-387c82e95b95,2019-10-18 00:00:00,kmfg,NULL,uuid:b9c51b36-6d19-4299-a380-387c82e95b95,dorymyrmexsp
PN42M1,p42,uid:enrique193|2019-08-27T17:32:44.132698Z,2019-10-02 15:21:16.228,2019-10-02 15:21:16.223,uuid:96b215fd-0a6f-4f96-9e18-8582205aca2a,2019-10-02 00:00:00,eagv,NULL,uuid:96b215fd-0a6f-4f96-9e18-8582205aca2a,"solenopsissp,monomoriumsp"
20191410k11,p27,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 15:08:39.705,2019-10-31 15:08:39.7,uuid:8d8679b6-66cc-4c1a-8ed4-e10bd3c42c10,2019-10-31 00:00:00,kmfg,NULL,uuid:8d8679b6-66cc-4c1a-8ed4-e10bd3c42c10,"dorymyrmexsp,solenopsissp,dorymyrmexsp"
P163M2,p163,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:55.486,2019-10-02 14:17:55.48,uuid:f6c16c33-db50-43d0-a5b9-7b5bbeb37d02,2019-10-02 00:00:00,dgb,NULL,uuid:f6c16c33-db50-43d0-a5b9-7b5bbeb37d02,paratrechinasp
20191014k9.3,p78,uid:maritzafg|2019-08-27T17:32:44.140548Z,2019-10-31 15:08:38.823,2019-10-31 15:08:38.82,uuid:ce0eda19-57d2-443d-8a8f-648a0a459304,2019-10-18 00:00:00,kmfg,NULL,uuid:ce0eda19-57d2-443d-8a8f-648a0a459304,"cardiocondylasp,brachymyrmexheeri"
P42M2,p42,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:58.658,2019-10-02 14:17:58.653,uuid:4b3bca7b-b32a-4d12-93d3-de7b297b0b5d,2019-10-02 00:00:00,dgb,NULL,uuid:4b3bca7b-b32a-4d12-93d3-de7b297b0b5d,dorymyrmexsp
P10M1,p10,uid:dahianagb07|2019-08-27T17:29:46.698583Z,2019-10-02 14:17:52.821,2019-10-02 14:17:52.813,uuid:fe6256eb-00f5-43c7-a2bb-09d59a964c30,2019-10-02 00:00:00,dgb,NULL,uuid:fe6256eb-00f5-43c7-a2bb-09d59a964c30,dorymyrmexsp
